| DSID |  Sample  | Total events | Sample Lumi [fb-1] | AMIXsec [pb] | BR  | FiltEff | Total higher order xsec [pb] | K-factor | Higher order xsec sample [pb] | 
| 303785 | mc15_13TeV.303785.Sherpa_CT10_VV_muvll_150MT500 | 100000 | 4657.01 | 0.021473  | 1.0 | 1.0 | Undefined  | 1.0 | 0.021473 | 
| 303786 | mc15_13TeV.303786.Sherpa_CT10_VV_muvll_500MT1000 | 100000 | 294637.6 | 0.0003394  | 1.0 | 1.0 | Undefined  | 1.0 | 0.0003394 | 
| 303787 | mc15_13TeV.303787.Sherpa_CT10_VV_muvll_1000MT2000 | 100000 | 5655468.84 | 1.7682e-05  | 1.0 | 1.0 | Undefined  | 1.0 | 1.7682e-05 | 
| 303788 | mc15_13TeV.303788.Sherpa_CT10_VV_muvll_2000MT3000 | 100000 | 256095062.49 | 3.9048e-07  | 1.0 | 1.0 | Undefined  | 1.0 | 3.9e-07 | 
| 303789 | mc15_13TeV.303789.Sherpa_CT10_VV_muvll_3000MT4000 | 100000 | 5070993914.81 | 1.972e-08  | 1.0 | 1.0 | Undefined  | 1.0 | 2e-08 | 
| 303790 | mc15_13TeV.303790.Sherpa_CT10_VV_muvll_4000MT5000 | 100000 | 80632156103.9 | 1.2402e-09  | 1.0 | 1.0 | Undefined  | 1.0 | 1e-09 | 
| 303791 | mc15_13TeV.303791.Sherpa_CT10_VV_muvll_5000MT | 100000 | 1.14830338175e+12 | 8.7085e-11  | 1.0 | 1.0 | Undefined  | 1.0 | 0.0 | 
| 303792 | mc15_13TeV.303792.Sherpa_CT10_VV_muvlv_50MT150 | 200000 | 52.55 | 3.806  | 1.0 | 1.0 | Undefined  | 1.0 | 3.806 | 
| 303793 | mc15_13TeV.303793.Sherpa_CT10_VV_muvlv_150MT500 | 50000 | 157.6 | 0.31725  | 1.0 | 1.0 | Undefined  | 1.0 | 0.31725 | 
| 303794 | mc15_13TeV.303794.Sherpa_CT10_VV_muvlv_500MT1000 | 50000 | 13453.16 | 0.0037166  | 1.0 | 1.0 | Undefined  | 1.0 | 0.0037166 | 
| 303795 | mc15_13TeV.303795.Sherpa_CT10_VV_muvlv_1000MT2000 | 50000 | 280520.65 | 0.00017824  | 1.0 | 1.0 | Undefined  | 1.0 | 0.00017824 | 
| 303796 | mc15_13TeV.303796.Sherpa_CT10_VV_muvlv_2000MT3000 | 50000 | 13154779.13 | 3.8009e-06  | 1.0 | 1.0 | Undefined  | 1.0 | 3.801e-06 | 
| 303797 | mc15_13TeV.303797.Sherpa_CT10_VV_muvlv_3000MT4000 | 50000 | 244857982.37 | 2.042e-07  | 1.0 | 1.0 | Undefined  | 1.0 | 2.04e-07 | 
| 303798 | mc15_13TeV.303798.Sherpa_CT10_VV_muvlv_4000MT5000 | 50000 | 3353454057.68 | 1.491e-08  | 1.0 | 1.0 | Undefined  | 1.0 | 1.5e-08 | 
| 303799 | mc15_13TeV.303799.Sherpa_CT10_VV_muvlv_5000MT | 50000 | 39200313602.5 | 1.2755e-09  | 1.0 | 1.0 | Undefined  | 1.0 | 1e-09 | 
| 303800 | mc15_13TeV.303800.Sherpa_CT10_VV_muvqq_50MT150 | 300000 | 14.04 | 21.365  | 1.0 | 1.0 | Undefined  | 1.0 | 21.365 | 
| 303801 | mc15_13TeV.303801.Sherpa_CT10_VV_muvqq_150MT500 | 50000 | 1043.23 | 0.047928  | 1.0 | 1.0 | Undefined  | 1.0 | 0.047928 | 
| 303802 | mc15_13TeV.303802.Sherpa_CT10_VV_muvqq_500MT1000 | 50000 | 33020.74 | 0.0015142  | 1.0 | 1.0 | Undefined  | 1.0 | 0.0015142 | 
| 303803 | mc15_13TeV.303803.Sherpa_CT10_VV_muvqq_1000MT2000 | 50000 | 350360.87 | 0.00014271  | 1.0 | 1.0 | Undefined  | 1.0 | 0.00014271 | 
| 303804 | mc15_13TeV.303804.Sherpa_CT10_VV_muvqq_2000MT3000 | 50000 | 10102030.51 | 4.9495e-06  | 1.0 | 1.0 | Undefined  | 1.0 | 4.95e-06 | 
| 303805 | mc15_13TeV.303805.Sherpa_CT10_VV_muvqq_3000MT4000 | 50000 | 158262906.34 | 3.1593e-07  | 1.0 | 1.0 | Undefined  | 1.0 | 3.16e-07 | 
| 303806 | mc15_13TeV.303806.Sherpa_CT10_VV_muvqq_4000MT5000 | 50000 | 2079088527.59 | 2.4049e-08  | 1.0 | 1.0 | Undefined  | 1.0 | 2.4e-08 | 
| 303807 | mc15_13TeV.303807.Sherpa_CT10_VV_muvqq_5000MT | 50000 | 24762282091.9 | 2.0192e-09  | 1.0 | 1.0 | Undefined  | 1.0 | 2e-09 | 
| 303808 | mc15_13TeV.303808.Sherpa_CT10_VV_muvvv_50MT150 | 200000 | 352.55 | 0.5673  | 1.0 | 1.0 | Undefined  | 1.0 | 0.5673 | 
| 303809 | mc15_13TeV.303809.Sherpa_CT10_VV_muvvv_150MT500 | 50000 | 510.8 | 0.097886  | 1.0 | 1.0 | Undefined  | 1.0 | 0.097886 | 
| 303810 | mc15_13TeV.303810.Sherpa_CT10_VV_muvvv_500MT1000 | 50000 | 35320.71 | 0.0014156  | 1.0 | 1.0 | Undefined  | 1.0 | 0.0014156 | 
| 303811 | mc15_13TeV.303811.Sherpa_CT10_VV_muvvv_1000MT2000 | 50000 | 760444.71 | 6.5751e-05  | 1.0 | 1.0 | Undefined  | 1.0 | 6.5751e-05 | 
| 303812 | mc15_13TeV.303812.Sherpa_CT10_VV_muvvv_2000MT3000 | 50000 | 36440492.68 | 1.3721e-06  | 1.0 | 1.0 | Undefined  | 1.0 | 1.372e-06 | 
| 303813 | mc15_13TeV.303813.Sherpa_CT10_VV_muvvv_3000MT4000 | 50000 | 686539702.59 | 7.2829e-08  | 1.0 | 1.0 | Undefined  | 1.0 | 7.3e-08 | 
| 303814 | mc15_13TeV.303814.Sherpa_CT10_VV_muvvv_4000MT5000 | 50000 | 10412978736.7 | 4.8017e-09  | 1.0 | 1.0 | Undefined  | 1.0 | 5e-09 | 
